,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1321,2016,0.0,NY.ADJ.DMIN.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1322,2017,0.0,NY.ADJ.DMIN.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1323,2018,0.0,NY.ADJ.DMIN.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1324,2019,0.0,NY.ADJ.DMIN.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1325,2020,0.0,NY.ADJ.DMIN.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
1326,2016,0.0,NY.ADJ.DMIN.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1327,2017,0.0,NY.ADJ.DMIN.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1328,2018,0.0,NY.ADJ.DMIN.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1329,2019,0.0,NY.ADJ.DMIN.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1330,2020,0.0,NY.ADJ.DMIN.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
1331,2016,509926307.315252,NY.ADJ.DMIN.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1332,2017,443752700.51412,NY.ADJ.DMIN.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1333,2018,639638962.680191,NY.ADJ.DMIN.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1334,2019,546477552.577644,NY.ADJ.DMIN.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1335,2020,646831108.563479,NY.ADJ.DMIN.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
1336,2016,0.0,NY.ADJ.DMIN.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1337,2017,0.0,NY.ADJ.DMIN.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1338,2018,52325780.498965,NY.ADJ.DMIN.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1339,2019,130329815.17033,NY.ADJ.DMIN.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1340,2020,109114718.990778,NY.ADJ.DMIN.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
1341,2016,0.0,NY.ADJ.DMIN.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1342,2017,0.0,NY.ADJ.DMIN.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1343,2018,0.0,NY.ADJ.DMIN.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1344,2019,0.0,NY.ADJ.DMIN.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1345,2020,0.0,NY.ADJ.DMIN.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
1346,2016,12749009846.2164,NY.ADJ.DMIN.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1347,2017,13032709704.5587,NY.ADJ.DMIN.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1348,2018,16861347607.8759,NY.ADJ.DMIN.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1349,2019,14555298828.1384,NY.ADJ.DMIN.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1350,2020,23099237069.1309,NY.ADJ.DMIN.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
1351,2016,8259695.49030838,NY.ADJ.DMIN.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1352,2017,11415234.7283463,NY.ADJ.DMIN.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1353,2018,0.0,NY.ADJ.DMIN.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1354,2019,0.0,NY.ADJ.DMIN.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1355,2020,0.0,NY.ADJ.DMIN.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
1356,2016,30767669.9097755,NY.ADJ.DMIN.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1357,2017,95756687.0261099,NY.ADJ.DMIN.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1358,2018,56133125.9627053,NY.ADJ.DMIN.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1359,2019,65553541.5055532,NY.ADJ.DMIN.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1360,2020,85590349.4298542,NY.ADJ.DMIN.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
1361,2016,0.0,NY.ADJ.DMIN.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1362,2017,0.0,NY.ADJ.DMIN.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1363,2018,0.0,NY.ADJ.DMIN.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1364,2019,0.0,NY.ADJ.DMIN.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1365,2020,0.0,NY.ADJ.DMIN.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
1366,2016,0.0,NY.ADJ.DMIN.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1367,2017,0.0,NY.ADJ.DMIN.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1368,2018,0.0,NY.ADJ.DMIN.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1369,2019,0.0,NY.ADJ.DMIN.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1370,2020,0.0,NY.ADJ.DMIN.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
1371,2016,0.0,NY.ADJ.DMIN.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1372,2017,0.0,NY.ADJ.DMIN.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1373,2018,0.0,NY.ADJ.DMIN.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1374,2019,0.0,NY.ADJ.DMIN.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1375,2020,0.0,NY.ADJ.DMIN.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
1376,2016,0.0,NY.ADJ.DMIN.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1377,2017,0.0,NY.ADJ.DMIN.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1378,2018,0.0,NY.ADJ.DMIN.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1379,2019,0.0,NY.ADJ.DMIN.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1380,2020,0.0,NY.ADJ.DMIN.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
1381,2016,0.0,NY.ADJ.DMIN.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1382,2017,0.0,NY.ADJ.DMIN.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1383,2018,0.0,NY.ADJ.DMIN.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1384,2019,0.0,NY.ADJ.DMIN.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1385,2020,0.0,NY.ADJ.DMIN.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
1386,2016,0.0,NY.ADJ.DMIN.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1387,2017,0.0,NY.ADJ.DMIN.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1388,2018,0.0,NY.ADJ.DMIN.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1389,2019,0.0,NY.ADJ.DMIN.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1390,2020,0.0,NY.ADJ.DMIN.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
1391,2016,0.0,NY.ADJ.DMIN.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
1392,2017,0.0,NY.ADJ.DMIN.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
1393,2018,0.0,NY.ADJ.DMIN.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
1394,2019,0.0,NY.ADJ.DMIN.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
1395,2020,0.0,NY.ADJ.DMIN.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
1396,2016,0.0,NY.ADJ.DMIN.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1397,2017,0.0,NY.ADJ.DMIN.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1398,2018,0.0,NY.ADJ.DMIN.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1399,2019,0.0,NY.ADJ.DMIN.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1400,2020,0.0,NY.ADJ.DMIN.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
1401,2016,0.0,NY.ADJ.DMIN.CD,BMU,Bermuda,North America,High income,Not classified
1402,2017,0.0,NY.ADJ.DMIN.CD,BMU,Bermuda,North America,High income,Not classified
1403,2018,0.0,NY.ADJ.DMIN.CD,BMU,Bermuda,North America,High income,Not classified
1404,2019,0.0,NY.ADJ.DMIN.CD,BMU,Bermuda,North America,High income,Not classified
1405,2020,0.0,NY.ADJ.DMIN.CD,BMU,Bermuda,North America,High income,Not classified
1406,2016,173530.775186534,NY.ADJ.DMIN.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1407,2017,235387.857113411,NY.ADJ.DMIN.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1408,2018,294630.708214813,NY.ADJ.DMIN.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1409,2019,454083.983883907,NY.ADJ.DMIN.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1410,2020,304044.30405864,NY.ADJ.DMIN.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
1411,2016,187105239.853553,NY.ADJ.DMIN.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1412,2017,668724864.422297,NY.ADJ.DMIN.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1413,2018,385932348.689532,NY.ADJ.DMIN.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1414,2019,178597967.625136,NY.ADJ.DMIN.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1415,2020,177326960.4655,NY.ADJ.DMIN.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
1416,2016,13444082.6046186,NY.ADJ.DMIN.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1417,2017,19728669.2454791,NY.ADJ.DMIN.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1418,2018,16560037.1242541,NY.ADJ.DMIN.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1419,2019,5292817.71042797,NY.ADJ.DMIN.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1420,2020,4159762.20179904,NY.ADJ.DMIN.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
1421,2016,6893242.84504168,NY.ADJ.DMIN.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1422,2017,7130408.20393419,NY.ADJ.DMIN.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1423,2018,8132278.5480301,NY.ADJ.DMIN.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1424,2019,7184690.09442085,NY.ADJ.DMIN.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1425,2020,9487965.07714946,NY.ADJ.DMIN.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
1426,2016,5801657173.37731,NY.ADJ.DMIN.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1427,2017,6397443270.10222,NY.ADJ.DMIN.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1428,2018,6434129090.18358,NY.ADJ.DMIN.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1429,2019,5754480477.6465,NY.ADJ.DMIN.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1430,2020,5181368115.01345,NY.ADJ.DMIN.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
1431,2016,0.0,NY.ADJ.DMIN.CD,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
1432,2017,0.0,NY.ADJ.DMIN.CD,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
1433,2018,0.0,NY.ADJ.DMIN.CD,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
1434,2019,0.0,NY.ADJ.DMIN.CD,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
1435,2020,0.0,NY.ADJ.DMIN.CD,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
1436,2016,0.0,NY.ADJ.DMIN.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1437,2017,0.0,NY.ADJ.DMIN.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1438,2018,0.0,NY.ADJ.DMIN.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1439,2019,0.0,NY.ADJ.DMIN.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1440,2020,0.0,NY.ADJ.DMIN.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
1441,2016,73375226.6969952,NY.ADJ.DMIN.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1442,2017,143009547.913858,NY.ADJ.DMIN.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1443,2018,143102411.903226,NY.ADJ.DMIN.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1444,2019,136767011.2991,NY.ADJ.DMIN.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1445,2020,155868278.888608,NY.ADJ.DMIN.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
1446,2016,358424663.075598,NY.ADJ.DMIN.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1447,2017,444398309.456977,NY.ADJ.DMIN.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1448,2018,461849696.481523,NY.ADJ.DMIN.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1449,2019,443621071.955948,NY.ADJ.DMIN.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1450,2020,580697316.674977,NY.ADJ.DMIN.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
1451,2016,3125208.98484407,NY.ADJ.DMIN.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1452,2017,5623618.69354703,NY.ADJ.DMIN.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1453,2018,0.0,NY.ADJ.DMIN.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1454,2019,0.0,NY.ADJ.DMIN.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1455,2020,0.0,NY.ADJ.DMIN.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
1456,2016,0.0,NY.ADJ.DMIN.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1457,2017,0.0,NY.ADJ.DMIN.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1458,2018,0.0,NY.ADJ.DMIN.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1459,2019,0.0,NY.ADJ.DMIN.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1460,2020,0.0,NY.ADJ.DMIN.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1461,2016,0.0,NY.ADJ.DMIN.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1462,2017,0.0,NY.ADJ.DMIN.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1463,2018,0.0,NY.ADJ.DMIN.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1464,2019,0.0,NY.ADJ.DMIN.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1465,2020,0.0,NY.ADJ.DMIN.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1466,2016,14193042.7637939,NY.ADJ.DMIN.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1467,2017,11502856.4186189,NY.ADJ.DMIN.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1468,2018,0.0,NY.ADJ.DMIN.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1469,2019,0.0,NY.ADJ.DMIN.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1470,2020,0.0,NY.ADJ.DMIN.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1471,2016,1804511638.92279,NY.ADJ.DMIN.CD,CAN,Canada,North America,High income,Not classified
1472,2017,1818970505.82279,NY.ADJ.DMIN.CD,CAN,Canada,North America,High income,Not classified
1473,2018,1656295533.67257,NY.ADJ.DMIN.CD,CAN,Canada,North America,High income,Not classified
1474,2019,2076663704.58195,NY.ADJ.DMIN.CD,CAN,Canada,North America,High income,Not classified
1475,2020,2479739489.94529,NY.ADJ.DMIN.CD,CAN,Canada,North America,High income,Not classified
1476,2016,0.0,NY.ADJ.DMIN.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1477,2017,0.0,NY.ADJ.DMIN.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1478,2018,0.0,NY.ADJ.DMIN.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1479,2019,0.0,NY.ADJ.DMIN.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1480,2020,0.0,NY.ADJ.DMIN.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1481,2016,473101.425459798,NY.ADJ.DMIN.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1482,2017,754076.142998352,NY.ADJ.DMIN.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1483,2018,987166.948821929,NY.ADJ.DMIN.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1484,2019,1235583.64681123,NY.ADJ.DMIN.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1485,2020,1708687.82509432,NY.ADJ.DMIN.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1486,2016,110390.332607286,NY.ADJ.DMIN.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1487,2017,0.0,NY.ADJ.DMIN.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1488,2018,0.0,NY.ADJ.DMIN.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1489,2019,0.0,NY.ADJ.DMIN.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1490,2020,0.0,NY.ADJ.DMIN.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1491,2016,0.0,NY.ADJ.DMIN.CD,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1492,2017,0.0,NY.ADJ.DMIN.CD,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1493,2018,0.0,NY.ADJ.DMIN.CD,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1494,2019,0.0,NY.ADJ.DMIN.CD,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1495,2020,0.0,NY.ADJ.DMIN.CD,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1496,2016,3452226203.99853,NY.ADJ.DMIN.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1497,2017,6786415111.67606,NY.ADJ.DMIN.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1498,2018,8792153717.18282,NY.ADJ.DMIN.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1499,2019,6278996314.92188,NY.ADJ.DMIN.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1500,2020,1694529928.75762,NY.ADJ.DMIN.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1501,2016,15721875202.3208,NY.ADJ.DMIN.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1502,2017,17326500459.1158,NY.ADJ.DMIN.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1503,2018,20496001652.7771,NY.ADJ.DMIN.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1504,2019,10336644486.2006,NY.ADJ.DMIN.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1505,2020,34737340194.8943,NY.ADJ.DMIN.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1506,2016,600801668.395222,NY.ADJ.DMIN.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1507,2017,504939712.885193,NY.ADJ.DMIN.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1508,2018,393478767.196692,NY.ADJ.DMIN.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1509,2019,501670775.962804,NY.ADJ.DMIN.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1510,2020,681147294.063331,NY.ADJ.DMIN.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1511,2016,0.0,NY.ADJ.DMIN.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1512,2017,0.0,NY.ADJ.DMIN.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1513,2018,0.0,NY.ADJ.DMIN.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1514,2019,0.0,NY.ADJ.DMIN.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1515,2020,0.0,NY.ADJ.DMIN.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1516,2016,638209346.915494,NY.ADJ.DMIN.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1517,2017,392811526.082538,NY.ADJ.DMIN.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1518,2018,2844076258.5806,NY.ADJ.DMIN.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1519,2019,500955368.387994,NY.ADJ.DMIN.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1520,2020,1884620150.04616,NY.ADJ.DMIN.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1521,2016,1182753.5636495,NY.ADJ.DMIN.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1522,2017,958571.368218243,NY.ADJ.DMIN.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1523,2018,0.0,NY.ADJ.DMIN.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1524,2019,0.0,NY.ADJ.DMIN.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1525,2020,0.0,NY.ADJ.DMIN.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1526,2016,963569.079638473,NY.ADJ.DMIN.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1527,2017,928725.011920059,NY.ADJ.DMIN.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1528,2018,0.0,NY.ADJ.DMIN.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1529,2019,0.0,NY.ADJ.DMIN.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1530,2020,0.0,NY.ADJ.DMIN.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1531,2016,206041880.196334,NY.ADJ.DMIN.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1532,2017,158641914.26306,NY.ADJ.DMIN.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1533,2018,203959797.072591,NY.ADJ.DMIN.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1534,2019,262803272.35799,NY.ADJ.DMIN.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1535,2020,338877106.614087,NY.ADJ.DMIN.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1536,2016,6144.9981728022,NY.ADJ.DMIN.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
1537,2017,10812.655168873,NY.ADJ.DMIN.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
1538,2018,20840.282333246,NY.ADJ.DMIN.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
1539,2019,0.0,NY.ADJ.DMIN.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
1540,2020,0.0,NY.ADJ.DMIN.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
1541,2016,5239799.92086294,NY.ADJ.DMIN.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1542,2017,18844274.3674955,NY.ADJ.DMIN.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1543,2018,88049347.1634283,NY.ADJ.DMIN.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1544,2019,73582136.4071931,NY.ADJ.DMIN.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1545,2020,81092042.5064191,NY.ADJ.DMIN.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
1546,2016,0.0,NY.ADJ.DMIN.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1547,2017,0.0,NY.ADJ.DMIN.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1548,2018,0.0,NY.ADJ.DMIN.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1549,2019,0.0,NY.ADJ.DMIN.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1550,2020,0.0,NY.ADJ.DMIN.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
1551,2016,0.0,NY.ADJ.DMIN.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1552,2017,722472.474336169,NY.ADJ.DMIN.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1553,2018,763563.229253612,NY.ADJ.DMIN.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1554,2019,580738.114374684,NY.ADJ.DMIN.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1555,2020,916421.929209335,NY.ADJ.DMIN.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
1556,2016,0.0,NY.ADJ.DMIN.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
1557,2017,0.0,NY.ADJ.DMIN.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
